tierDescription|issueSymbolIdentifier|issueName|marketParticipantName|MPID|totalWeeklyShareQuantity|totalWeeklyTradeCount|lastUpdateDate
NMS Tier 1|AAPL|Apple Inc. Common Stock|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|237500|857|2019-06-24
NMS Tier 1|AAPL|Apple Inc. Common Stock|SGMT SIGMA X2|SGMT|704827|6836|2019-06-24
NMS Tier 1|AAPL|Apple Inc. Common Stock|UBSA UBS ATS|UBSA|2732298|25736|2019-06-24
NMS Tier 1|AAPL|Apple Inc. Common Stock|USTK USTOCKTRADE SECURITIES, INC.|USTK|190|16|2019-06-24
NMS Tier 1|AAPL|Apple Inc. Common Stock|WDNX XE|WDNX|5120|4|2019-06-24
NMS Tier 1|AAPL|Apple Inc. Common Stock|XIST INSTINET CROSSING|XIST|10968|6|2019-06-24
NMS Tier 1|AAPL|Apple Inc. Common Stock|XSTM CROSSSTREAM|XSTM|648474|2169|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|BIDS BIDS ATS|BIDS|200|2|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|CROS CROSSFINDER|CROS|75665|311|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|DBAX SUPERX ATS|DBAX|28600|179|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|EBXL LEVEL ATS|EBXL|40502|172|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|IATS IBKR ATS|IATS|4951|34|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|ICBX CBX|ICBX|20300|96|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|INCR INTELLIGENT CROSS LLC|INCR|1851|13|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|ITGP POSIT|ITGP|12100|47|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|JPMX JPM-X|JPMX|7040|33|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|KCGM VIRTU MATCHIT ATS|KCGM|12883|65|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|LATS THE BARCLAYS ATS|LATS|28300|213|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|MLIX INSTINCT X|MLIX|3650|20|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|MSPL MS POOL (ATS-4)|MSPL|32600|120|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|2000|4|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|SGMT SIGMA X2|SGMT|28329|132|2019-06-24
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|UBSA UBS ATS|UBSA|108867|612|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|BIDS BIDS ATS|BIDS|282700|256|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|BLKX INSTINET BLOCKCROSS|BLKX|97600|12|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|CODA CODA|CODA|22430|146|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|CROS CROSSFINDER|CROS|301186|2670|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|DBAX SUPERX ATS|DBAX|251200|1637|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|EBXL LEVEL ATS|EBXL|219533|1270|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|IATS IBKR ATS|IATS|32181|272|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|ICBX CBX|ICBX|20281|190|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|INCR INTELLIGENT CROSS LLC|INCR|40547|325|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|ITGP POSIT|ITGP|159000|307|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|JPBX JPB-X|JPBX|165890|1094|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|JPMX JPM-X|JPMX|287269|1850|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|KCGM VIRTU MATCHIT ATS|KCGM|67305|496|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|LATS THE BARCLAYS ATS|LATS|121200|914|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|LMNX LUMINEX ATS|LMNX|117482|4|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|LQNA LIQUIDNET H2O ATS|LQNA|77100|4|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|MLIX INSTINCT X|MLIX|67661|520|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|MSPL MS POOL (ATS-4)|MSPL|216100|1405|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|MSRP MS RPOOL (ATS-6)|MSRP|119100|985|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|113000|519|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|SGMT SIGMA X2|SGMT|120154|1026|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|UBSA UBS ATS|UBSA|947560|9013|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|WDNX XE|WDNX|864|3|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|XIST INSTINET CROSSING|XIST|1642|4|2019-06-24
NMS Tier 1|ABBV|ABBVIE INC.|XSTM CROSSSTREAM|XSTM|100280|467|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|BIDS BIDS ATS|BIDS|15500|87|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|BLKX INSTINET BLOCKCROSS|BLKX|8700|1|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|CODA CODA|CODA|1620|16|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|CROS CROSSFINDER|CROS|110656|1140|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|DBAX SUPERX ATS|DBAX|59900|519|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|EBXL LEVEL ATS|EBXL|83199|754|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|IATS IBKR ATS|IATS|4902|50|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|ICBX CBX|ICBX|13800|123|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|INCR INTELLIGENT CROSS LLC|INCR|2100|21|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|ITGP POSIT|ITGP|6900|59|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|JPBX JPB-X|JPBX|27965|456|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|JPMX JPM-X|JPMX|94382|925|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|KCGM VIRTU MATCHIT ATS|KCGM|10966|123|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|LATS THE BARCLAYS ATS|LATS|27600|227|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|MLIX INSTINCT X|MLIX|17488|114|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|MSPL MS POOL (ATS-4)|MSPL|82600|728|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|MSRP MS RPOOL (ATS-6)|MSRP|26600|258|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|39200|292|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|SGMT SIGMA X2|SGMT|97848|997|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|UBSA UBS ATS|UBSA|170893|2012|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|WDNX XE|WDNX|706|2|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|XIST INSTINET CROSSING|XIST|843|2|2019-06-24
NMS Tier 1|ABC|AmerisourceBergen Corp.|XSTM CROSSSTREAM|XSTM|7888|43|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|BIDS BIDS ATS|BIDS|33600|22|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|CBLC CITIBLOC|CBLC|15362|1|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|CODA CODA|CODA|2790|10|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|CROS CROSSFINDER|CROS|38337|371|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|DBAX SUPERX ATS|DBAX|30800|251|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|EBXL LEVEL ATS|EBXL|30429|190|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|IATS IBKR ATS|IATS|2526|62|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|ICBX CBX|ICBX|1800|15|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|INCR INTELLIGENT CROSS LLC|INCR|1100|7|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|ITGP POSIT|ITGP|18200|48|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|JPBX JPB-X|JPBX|6879|90|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|JPMX JPM-X|JPMX|52615|515|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|KCGM VIRTU MATCHIT ATS|KCGM|3920|52|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|LATS THE BARCLAYS ATS|LATS|13800|121|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|LQNT LIQUIDNET NEGOTIATION ATS|LQNT|5000|1|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|MLIX INSTINCT X|MLIX|5360|47|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|MSPL MS POOL (ATS-4)|MSPL|34500|322|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|MSRP MS RPOOL (ATS-6)|MSRP|10000|90|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|7200|66|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|SGMT SIGMA X2|SGMT|46569|407|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|UBSA UBS ATS|UBSA|111514|1345|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|USTK USTOCKTRADE SECURITIES, INC.|USTK|1|1|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|XIST INSTINET CROSSING|XIST|1829|4|2019-06-24
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|XSTM CROSSSTREAM|XSTM|10253|27|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|BIDS BIDS ATS|BIDS|225800|155|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|BLKX INSTINET BLOCKCROSS|BLKX|11680|2|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|CODA CODA|CODA|4051|44|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|CROS CROSSFINDER|CROS|302017|2724|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|DBAX SUPERX ATS|DBAX|150100|1019|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|EBXL LEVEL ATS|EBXL|179137|1167|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|IATS IBKR ATS|IATS|18467|158|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|ICBX CBX|ICBX|37915|318|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|INCR INTELLIGENT CROSS LLC|INCR|67829|389|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|ITGP POSIT|ITGP|97500|546|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|JPBX JPB-X|JPBX|168284|1803|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|JPMX JPM-X|JPMX|275503|1763|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|KCGM VIRTU MATCHIT ATS|KCGM|65258|425|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|LATS THE BARCLAYS ATS|LATS|185500|1480|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|LQNA LIQUIDNET H2O ATS|LQNA|3100|1|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|MLIX INSTINCT X|MLIX|64718|460|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|MSPL MS POOL (ATS-4)|MSPL|147900|818|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|MSRP MS RPOOL (ATS-6)|MSRP|133200|960|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|84800|462|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|SGMT SIGMA X2|SGMT|157519|1575|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|UBSA UBS ATS|UBSA|682001|6479|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|USTK USTOCKTRADE SECURITIES, INC.|USTK|6|1|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|WDNX XE|WDNX|15041|4|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|XIST INSTINET CROSSING|XIST|1800|3|2019-06-24
NMS Tier 1|ABT|Abbott Laboratories|XSTM CROSSSTREAM|XSTM|31852|172|2019-06-24
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|BIDS BIDS ATS|BIDS|28300|22|2019-06-24
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|CROS CROSSFINDER|CROS|44408|343|2019-06-24
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|DBAX SUPERX ATS|DBAX|22000|169|2019-06-24
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|EBXL LEVEL ATS|EBXL|42224|325|2019-06-24
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|IATS IBKR ATS|IATS|4707|36|2019-06-24
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|ICBX CBX|ICBX|2900|22|2019-06-24
