tierDescription|issueSymbolIdentifier|issueName|marketParticipantName|MPID|totalWeeklyShareQuantity|totalWeeklyTradeCount|lastUpdateDate
OTC|ADRNY|Koninklijke Ahold Delhaize N.V. American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|130757|352|2019-06-17
OTC|ADRNY|Koninklijke Ahold Delhaize N.V. American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|10391|11|2019-06-17
OTC|ADSV|Allied Security Innovations, Inc. NEW Common Stock|ARCA GLOBAL OTC|ARCA|484678|7|2019-06-17
OTC|ADSV|Allied Security Innovations, Inc. NEW Common Stock|OTCX OTC LINK ECN ATS|OTCX|150000|1|2019-06-17
OTC|ADTR|Alliance Media Holdings Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|102|1|2019-06-17
OTC|ADVZF|Adventus Zinc Corporation Common Shares (Canada)|ARCA GLOBAL OTC|ARCA|500|1|2019-06-17
OTC|AEEX|Asia Equity Exchange Group, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|100|1|2019-06-17
OTC|AERG|Applied Energetics, Inc Common Stock|ARCA GLOBAL OTC|ARCA|1897|1|2019-06-17
OTC|AERG|Applied Energetics, Inc Common Stock|OTCX OTC LINK ECN ATS|OTCX|7500|4|2019-06-17
OTC|AERO|AeroGrow International, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|8304|24|2019-06-17
OTC|AERO|AeroGrow International, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|772|4|2019-06-17
OTC|AEXAY|Atos Origin SA Unsponsored ADR (France)|ARCA GLOBAL OTC|ARCA|4212|25|2019-06-17
OTC|AFBG|American Fiber Green Products, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|56|2|2019-06-17
OTC|AFFY|Affymax, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|218228|29|2019-06-17
OTC|AFLYY|Air France ADS ADS|ARCA GLOBAL OTC|ARCA|2582|7|2019-06-17
OTC|AFLYY|Air France ADS ADS|OTCX OTC LINK ECN ATS|OTCX|1047|3|2019-06-17
OTC|AFOM|All For One Media Corp. Common Stock|OTCX OTC LINK ECN ATS|OTCX|12500|2|2019-06-17
OTC|AFSIA|Amtrust Financial Services, Inc. 6.75% Non-Cumulative Preferred Stock, Series A|ARCA GLOBAL OTC|ARCA|1600|4|2019-06-17
OTC|AFSIB|AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.25% Non Cumulative Preferred Stock, Series B|ARCA GLOBAL OTC|ARCA|2265|8|2019-06-17
OTC|AFSIB|AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.25% Non Cumulative Preferred Stock, Series B|OTCX OTC LINK ECN ATS|OTCX|500|1|2019-06-17
OTC|AFSIC|Amtrust Financial Services, Inc. Depositary Shares , Each Representing 1/40 th Interest in a Share of 7.625% Non-Cumulative Preferred Stock, Series C|ARCA GLOBAL OTC|ARCA|965|5|2019-06-17
OTC|AFSIM|AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.75% Non-Cumulative Preferred Stock, Series E|ARCA GLOBAL OTC|ARCA|1000|3|2019-06-17
OTC|AFSIN|AmTrust Financial Services, Inc. Depositary Shares, Each Representing 1/40 th Interest in a Share of 6.95% Non-Cumulative Preferred Stock, Series F|ARCA GLOBAL OTC|ARCA|26900|71|2019-06-17
OTC|AFSIN|AmTrust Financial Services, Inc. Depositary Shares, Each Representing 1/40 th Interest in a Share of 6.95% Non-Cumulative Preferred Stock, Series F|OTCX OTC LINK ECN ATS|OTCX|1500|5|2019-06-17
OTC|AFSIP|AmTrust Financial Services, Inc. Depositary Shares , Each Representing 1/40 th Interest in a Share of 7.50% Non-Cumulative Preferred Stock, Series D|ARCA GLOBAL OTC|ARCA|9700|29|2019-06-17
OTC|AFSIP|AmTrust Financial Services, Inc. Depositary Shares , Each Representing 1/40 th Interest in a Share of 7.50% Non-Cumulative Preferred Stock, Series D|OTCX OTC LINK ECN ATS|OTCX|10300|4|2019-06-17
OTC|AFTM|AfterMaster, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|186000|2|2019-06-17
OTC|AFYG|Affinity Gold Corp. Common Stocks|ARCA GLOBAL OTC|ARCA|5325|2|2019-06-17
OTC|AFYG|Affinity Gold Corp. Common Stocks|OTCX OTC LINK ECN ATS|OTCX|1000|1|2019-06-17
OTC|AGEEF|Halo Labs Inc Ordinary Shares|ARCA GLOBAL OTC|ARCA|303098|164|2019-06-17
OTC|AGEEF|Halo Labs Inc Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|10800|6|2019-06-17
OTC|AGESY|Ageas Sponsored ADR (Belgium)|ARCA GLOBAL OTC|ARCA|2664|20|2019-06-17
OTC|AGGHF|Agrios Global Holdings Ltd Common Shares  Canada (CA)|OTCX OTC LINK ECN ATS|OTCX|1600|1|2019-06-17
OTC|AGGI|Allied Energy, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|10242|4|2019-06-17
OTC|AGTK|Agritek Holdings, Inc Common Stock|OTCX OTC LINK ECN ATS|OTCX|2081|8|2019-06-17
OTC|AHAD|Alphacom Holdings, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|365|1|2019-06-17
OTC|AHAD|Alphacom Holdings, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|10000|2|2019-06-17
OTC|AHCHY|Anhui Conch Cement Unsponsored ADR representing Shares -H- (China)|ARCA GLOBAL OTC|ARCA|4848|29|2019-06-17
OTC|AHCHY|Anhui Conch Cement Unsponsored ADR representing Shares -H- (China)|OTCX OTC LINK ECN ATS|OTCX|240|2|2019-06-17
OTC|AHELF|American Helium Inc. Ordinary Shares|ARCA GLOBAL OTC|ARCA|18680|4|2019-06-17
OTC|AHEXY|Adecco Group AG American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|7072|17|2019-06-17
OTC|AHEXY|Adecco Group AG American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|52|1|2019-06-17
OTC|AHGIF|Alternate Health Corp. Ordinary Shares (Canada)|ARCA GLOBAL OTC|ARCA|12061|9|2019-06-17
OTC|AHGIF|Alternate Health Corp. Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|5075|4|2019-06-17
OTC|AHIX|Aluf Holdings, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|850000|2|2019-06-17
OTC|AHKSY|Asahi Kaisai Corporation American Depositary Shares|ARCA GLOBAL OTC|ARCA|12774|42|2019-06-17
OTC|AIDA|AIDA Pharmaceuticals, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|18200|1|2019-06-17
OTC|AIFS|Agent Information Software, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|6220|5|2019-06-17
OTC|AIFS|Agent Information Software, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|3500|5|2019-06-17
OTC|AIKO|Alternative Investment Corporation Common Stock|ARCA GLOBAL OTC|ARCA|1252|5|2019-06-17
OTC|AIMH|Aimrite Holdings Corp Common Stock|ARCA GLOBAL OTC|ARCA|128720|4|2019-06-17
OTC|AIQUY|L'Air Liquide Ord American Depositary Shares|ARCA GLOBAL OTC|ARCA|35650|42|2019-06-17
OTC|AIRO|Airspan Networks Inc. Common Stock|ARCA GLOBAL OTC|ARCA|26|13|2019-06-17
OTC|AIRYY|Air China Limited Sponsored ADR (China)|ARCA GLOBAL OTC|ARCA|100|1|2019-06-17
OTC|AITA|Wunong Asia Pacific Company Limited Common Stock|ARCA GLOBAL OTC|ARCA|5300|23|2019-06-17
OTC|AITA|Wunong Asia Pacific Company Limited Common Stock|OTCX OTC LINK ECN ATS|OTCX|3100|9|2019-06-17
OTC|AITX|ARTIFICIAL INTELLIGENCE TECHNOLOGY SOLUTIONS INC. Common Stock|ARCA GLOBAL OTC|ARCA|2149851|24|2019-06-17
OTC|AITX|ARTIFICIAL INTELLIGENCE TECHNOLOGY SOLUTIONS INC. Common Stock|OTCX OTC LINK ECN ATS|OTCX|4520880|15|2019-06-17
OTC|AIVI|Aivtech International Group Co. Common Stock|ARCA GLOBAL OTC|ARCA|66600|5|2019-06-17
OTC|AIVI|Aivtech International Group Co. Common Stock|OTCX OTC LINK ECN ATS|OTCX|15700|1|2019-06-17
OTC|AIVN|American International Ventures, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|32115|4|2019-06-17
OTC|AKAOQ|ACHAOGEN INC Common Stock|ARCA GLOBAL OTC|ARCA|10705|3|2019-06-17
OTC|AKAOQ|ACHAOGEN INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|19563|10|2019-06-17
OTC|AKBTY|Akbank Turk Anonim Sirketi ADR (Turkey)|ARCA GLOBAL OTC|ARCA|53713|40|2019-06-17
OTC|AKBTY|Akbank Turk Anonim Sirketi ADR (Turkey)|OTCX OTC LINK ECN ATS|OTCX|1800|5|2019-06-17
OTC|AKRFF|Ackroo, Inc. Ordinary Shares|ARCA GLOBAL OTC|ARCA|9500|2|2019-06-17
OTC|AKVA|Arkanova Energy Corporation Common Stock|ARCA GLOBAL OTC|ARCA|14539|3|2019-06-17
OTC|AKZOY|Akzo Nobel N.V. American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|44168|183|2019-06-17
OTC|AKZOY|Akzo Nobel N.V. American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|8232|20|2019-06-17
OTC|ALEAF|Aleafia Health Inc Ordinary Shares|ARCA GLOBAL OTC|ARCA|7052|15|2019-06-17
OTC|ALEAF|Aleafia Health Inc Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|18838|15|2019-06-17
OTC|ALFVY|Alfa-Laval Ab Unsponsored ADR (Sweden)|ARCA GLOBAL OTC|ARCA|12023|32|2019-06-17
OTC|ALFVY|Alfa-Laval Ab Unsponsored ADR (Sweden)|OTCX OTC LINK ECN ATS|OTCX|398|4|2019-06-17
OTC|ALGGY|Alliance Global Group, Inc. Unsponsored ADR (Phillipines)|OTCX OTC LINK ECN ATS|OTCX|100|1|2019-06-17
OTC|ALIAF|Alacer Gold Corp. Ordinary Shares|ARCA GLOBAL OTC|ARCA|434|2|2019-06-17
OTC|ALNPY|ANA Holdings Inc. Ord American Depositary Shares|ARCA GLOBAL OTC|ARCA|100|1|2019-06-17
OTC|ALPE|alpha-En Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|8000|5|2019-06-17
OTC|ALPMY|Astellas Pharma Inc Unsponsored ADR (Japan)|ARCA GLOBAL OTC|ARCA|106966|348|2019-06-17
OTC|ALPMY|Astellas Pharma Inc Unsponsored ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|13287|12|2019-06-17
OTC|ALPP|Alpine 4 Technologies Ltd. Common Stock|ARCA GLOBAL OTC|ARCA|27000|1|2019-06-17
OTC|ALSMY|Alstom Unsponsored ADR (France)|ARCA GLOBAL OTC|ARCA|600|6|2019-06-17
OTC|ALTMW|Altus Midstream Company Warrant Exp 06/30/2022|OTCX OTC LINK ECN ATS|OTCX|2000|1|2019-06-17
OTC|ALTN|Alternus Energy Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|10200|3|2019-06-17
OTC|ALVOF|Alvopetro Energy Ltd Common Shares (Canada)|ARCA GLOBAL OTC|ARCA|19000|3|2019-06-17
OTC|ALVRQ|Alvarion Ltd. Ordinary Shares|ARCA GLOBAL OTC|ARCA|26021|27|2019-06-17
OTC|ALYI|Alternet Systems, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|23000|3|2019-06-17
OTC|AMADY|Amadeus IT Group SA American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|11198|147|2019-06-17
OTC|AMADY|Amadeus IT Group SA American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|7903|76|2019-06-17
OTC|AMBS|Amarantus Bioscience Holdings, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|722|1|2019-06-17
OTC|AMBS|Amarantus Bioscience Holdings, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|8200|4|2019-06-17
OTC|AMCRY|Amcor Limited American Depositary Shares|ARCA GLOBAL OTC|ARCA|18443|155|2019-06-17
OTC|AMFE|Amfil Technologies Inc. Common Stock|ARCA GLOBAL OTC|ARCA|10334|1|2019-06-17
OTC|AMFE|Amfil Technologies Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|47400|6|2019-06-17
OTC|AMGY|American Metal & Technology, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|20891|2|2019-06-17
OTC|AMIGY|Admiral Group plc, Cardiff Unsponsored ADR (UK)|ARCA GLOBAL OTC|ARCA|1777|7|2019-06-17
OTC|AMIN|American International Industries Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|20|2|2019-06-17
OTC|AMKBY|A.P. Moller-Maersk A/S Unsponsored American Depository Receipt (Denmark)|ARCA GLOBAL OTC|ARCA|76135|106|2019-06-17
OTC|AMKBY|A.P. Moller-Maersk A/S Unsponsored American Depository Receipt (Denmark)|OTCX OTC LINK ECN ATS|OTCX|11925|18|2019-06-17
OTC|AMLM|American Lithium Minerals, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|34900|4|2019-06-17
OTC|AMLM|American Lithium Minerals, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|1000|1|2019-06-17
OTC|AMMJ|American Cannabis Company, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|4650|4|2019-06-17
OTC|AMNF|Armanino Foods of Distinction, Inc. New Common Stock|ARCA GLOBAL OTC|ARCA|13606|25|2019-06-17
OTC|AMNF|Armanino Foods of Distinction, Inc. New Common Stock|DBOX DBOT ATS, LLC|DBOX|300|2|2019-06-17
OTC|AMNF|Armanino Foods of Distinction, Inc. New Common Stock|OTCX OTC LINK ECN ATS|OTCX|3000|8|2019-06-17
OTC|AMNP|American Sierra Gold Corp. Common Stock|ARCA GLOBAL OTC|ARCA|13616|28|2019-06-17
OTC|AMPY|Amplify Energy Corp. Common Stock|ARCA GLOBAL OTC|ARCA|5856|11|2019-06-17
OTC|AMPY|Amplify Energy Corp. Common Stock|OTCX OTC LINK ECN ATS|OTCX|9472|12|2019-06-17
OTC|AMRU|Amaru, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|150|1|2019-06-17
OTC|AMSSY|AMS AG  American Depositary Receipts - Unsponsored (Austria)|ARCA GLOBAL OTC|ARCA|285|3|2019-06-17
OTC|ANAS|Alternaturals, Inc Common Stock|ARCA GLOBAL OTC|ARCA|4853|5|2019-06-17
OTC|ANCUF|Alimentation Couche-Tard, Inc. Subordinate Voting Shares (Canada)|ARCA GLOBAL OTC|ARCA|1470|15|2019-06-17
OTC|ANDR|Andrea Electronics Corporation Common Stock|ARCA GLOBAL OTC|ARCA|5388|1|2019-06-17
OTC|ANGPY|Anglo American Platinum Ltd American Depositary Receipts - Sponsored (South Africa)|ARCA GLOBAL OTC|ARCA|303|1|2019-06-17
OTC|ANLDF|Anfield Energy Inc Ordinary Shares|ARCA GLOBAL OTC|ARCA|5000|1|2019-06-17
OTC|ANLDF|Anfield Energy Inc Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|4500|1|2019-06-17
OTC|ANMP|Anacomp, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|13|6|2019-06-17
OTC|ANPDY|Anta Sports Products Limited Unsponsored ADR (Cayman Islands)|ARCA GLOBAL OTC|ARCA|222|2|2019-06-17
OTC|ANSLY|Ansell Limited Sponsored ADR (Australia)|ARCA GLOBAL OTC|ARCA|11|1|2019-06-17
OTC|ANTH|Anthera Pharmaceuticals, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|81926|14|2019-06-17
OTC|ANVV|Anvia Hldgs Corp Common Stock|ARCA GLOBAL OTC|ARCA|9655|48|2019-06-17
OTC|ANVV|Anvia Hldgs Corp Common Stock|OTCX OTC LINK ECN ATS|OTCX|2350|5|2019-06-17
OTC|ANXGF|Anaconda Mining Inc. Common Shares|OTCX OTC LINK ECN ATS|OTCX|8078|3|2019-06-17
OTC|ANZBY|Australia and New Zealand Banking Group Limited Common Stock|ARCA GLOBAL OTC|ARCA|76239|299|2019-06-17
OTC|ANZBY|Australia and New Zealand Banking Group Limited Common Stock|OTCX OTC LINK ECN ATS|OTCX|100|1|2019-06-17
OTC|AONNY|Aeon Co Ltd American Depositary Shares|ARCA GLOBAL OTC|ARCA|327|4|2019-06-17
OTC|AOXG|AOXING PHARMACEUTICAL CO INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|1753|6|2019-06-17
OTC|AOXY|Advanced Oxygen Technologies, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|498|4|2019-06-17
OTC|APAAF|Appia Energy Corp Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|30500|3|2019-06-17
OTC|APELY|Alps Alpine Co., Ltd. American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|2897|17|2019-06-17
OTC|APEMY|Aperam New York Registry Shares|ARCA GLOBAL OTC|ARCA|25|1|2019-06-17
OTC|APGI|American Power Group Corp. Common Stock|OTCX OTC LINK ECN ATS|OTCX|11800|1|2019-06-17
OTC|APLD|Applied Science Products, Inc. New Common Stock|ARCA GLOBAL OTC|ARCA|2617|8|2019-06-17
OTC|APNHY|Aspen Pharmacare Holdings plc Unsponsored ADR (South Africa)|ARCA GLOBAL OTC|ARCA|4624|19|2019-06-17
OTC|APSI|Aqua Power Systems Inc. Common Stock|ARCA GLOBAL OTC|ARCA|1200|2|2019-06-17
OTC|APTL|Alaska Pwr & Tel Co Common Stock|OTCX OTC LINK ECN ATS|OTCX|400|2|2019-06-17
OTC|APVS|Applied Visual Sciences, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|227900|3|2019-06-17
OTC|APVS|Applied Visual Sciences, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|10000|1|2019-06-17
OTC|AQUI|Aquagold International, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|3710|21|2019-06-17
OTC|ARBI|Arbios Systems Inc Common Stock|ARCA GLOBAL OTC|ARCA|5215|1|2019-06-17
OTC|ARCS|Arcis Resources Corporation Common Stock|ARCA GLOBAL OTC|ARCA|665110|12|2019-06-17
OTC|ARCS|Arcis Resources Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|345110|6|2019-06-17
OTC|ARDMQ|ARADIGM CORP Common Stock|ARCA GLOBAL OTC|ARCA|5000|1|2019-06-17
OTC|AREM|American Rare Earths and Materials Corp. Common Stock|ARCA GLOBAL OTC|ARCA|27438|17|2019-06-17
OTC|ARESF|Artis Real Estate Invt Tr Trust Unit (Canada)|ARCA GLOBAL OTC|ARCA|1100|2|2019-06-17
OTC|ARFXF|PROMIS NEUROSCIENCES INC Common Shares|ARCA GLOBAL OTC|ARCA|2300|1|2019-06-17
OTC|ARKAY|Arkema Sponsored ADR (France)|ARCA GLOBAL OTC|ARCA|1017|17|2019-06-17
OTC|ARMC|Asiarim Corporation Common Stock|ARCA GLOBAL OTC|ARCA|2900|15|2019-06-17
OTC|ARMC|Asiarim Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|11655|27|2019-06-17
OTC|ARNI|Arno Therapeutics, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|29999|1|2019-06-17
OTC|ARREF|Amerigo Resources, Ltd. Ordinary Shares (Canada)|ARCA GLOBAL OTC|ARCA|850|1|2019-06-17
OTC|ARTH|Arch Therapeutics, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|8500|1|2019-06-17
OTC|ARTH|Arch Therapeutics, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|523700|58|2019-06-17
OTC|ARTM|American Nortel Communications, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|4173|1|2019-06-17
OTC|ARVY|Alliance Recovery Corporation Common Stock|ARCA GLOBAL OTC|ARCA|1800|1|2019-06-17
OTC|ARWD|Arrow Resources Development, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|16000|2|2019-06-17
OTC|ARXRF|Infinite Lithium Corp Common Shares|ARCA GLOBAL OTC|ARCA|62|1|2019-06-17
OTC|ASAZY|Assa Abloy AB Unsponsored ADR (Sweden)|ARCA GLOBAL OTC|ARCA|62054|72|2019-06-17
OTC|ASAZY|Assa Abloy AB Unsponsored ADR (Sweden)|OTCX OTC LINK ECN ATS|OTCX|5497|11|2019-06-17
OTC|ASBFY|Associated British Foods Plc American Depositary Shares|ARCA GLOBAL OTC|ARCA|8704|78|2019-06-17
OTC|ASCC|Aristocrat Group Corp Common Stock|ARCA GLOBAL OTC|ARCA|3133|3|2019-06-17
OTC|ASCK|AUSCRETE CORP Common Stock|ARCA GLOBAL OTC|ARCA|43768|13|2019-06-17
OTC|ASDZF|Arctic Star Expl Corp Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|11000|1|2019-06-17
OTC|ASFZ|ASSOCIATES FIRST CAPITAL CORPORATION Residual Value Obligations|ARCA GLOBAL OTC|ARCA|320100|7|2019-06-17
OTC|ASGLY|AGC Inc. American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|29238|39|2019-06-17
OTC|ASGLY|AGC Inc. American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|200|1|2019-06-17
