tierDescription|issueSymbolIdentifier|issueName|marketParticipantName|MPID|totalWeeklyShareQuantity|totalWeeklyTradeCount|lastUpdateDate
OTC|ACSAY|ACS Actividades De Construccion Y Servicios SA Unsponsored ADR (Spain)|OTCX OTC LINK ECN ATS|OTCX|800|8|2019-06-03
OTC|ADDYY|adidas AG Sponsored ADR (Germany)|ARCA GLOBAL OTC|ARCA|12948|145|2019-06-03
OTC|ADDYY|adidas AG Sponsored ADR (Germany)|OTCX OTC LINK ECN ATS|OTCX|2413|11|2019-06-03
OTC|ADFS|American Defense Systems, Inc Common Stock|OTCX OTC LINK ECN ATS|OTCX|6600|3|2019-06-03
OTC|ADGO|Advantego Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|22655|9|2019-06-03
OTC|ADHC|American Diversified Holdings Corporation Common Stock|ARCA GLOBAL OTC|ARCA|25714|1|2019-06-03
OTC|ADMT|ADM Tronics Unlimited, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|6000|5|2019-06-03
OTC|ADNY|Adino Energy Corporation Common Stock|ARCA GLOBAL OTC|ARCA|100000|1|2019-06-03
OTC|ADRNY|Koninklijke Ahold Delhaize N.V. American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|52914|160|2019-06-03
OTC|ADRNY|Koninklijke Ahold Delhaize N.V. American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|1600|7|2019-06-03
OTC|ADSV|Allied Security Innovations, Inc. NEW Common Stock|ARCA GLOBAL OTC|ARCA|500000|1|2019-06-03
OTC|ADSV|Allied Security Innovations, Inc. NEW Common Stock|OTCX OTC LINK ECN ATS|OTCX|473037|3|2019-06-03
OTC|ADTM|Adaptive Medias, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|300000|1|2019-06-03
OTC|AEGXF|AECON GROUP INC Ordinary Shares|ARCA GLOBAL OTC|ARCA|300|2|2019-06-03
OTC|AERO|AeroGrow International, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|3466|17|2019-06-03
OTC|AERO|AeroGrow International, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|500|2|2019-06-03
OTC|AEXAY|Atos Origin SA Unsponsored ADR (France)|ARCA GLOBAL OTC|ARCA|8296|56|2019-06-03
OTC|AEXAY|Atos Origin SA Unsponsored ADR (France)|OTCX OTC LINK ECN ATS|OTCX|600|5|2019-06-03
OTC|AFLYY|Air France ADS ADS|ARCA GLOBAL OTC|ARCA|6410|11|2019-06-03
OTC|AFLYY|Air France ADS ADS|OTCX OTC LINK ECN ATS|OTCX|17001|17|2019-06-03
OTC|AFOM|All For One Media Corp. Common Stock|ARCA GLOBAL OTC|ARCA|15000|2|2019-06-03
OTC|AFOM|All For One Media Corp. Common Stock|OTCX OTC LINK ECN ATS|OTCX|28950|4|2019-06-03
OTC|AFSIA|Amtrust Financial Services, Inc. 6.75% Non-Cumulative Preferred Stock, Series A|ARCA GLOBAL OTC|ARCA|2150|1|2019-06-03
OTC|AFSIB|AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.25% Non Cumulative Preferred Stock, Series B|ARCA GLOBAL OTC|ARCA|1600|11|2019-06-03
OTC|AFSIC|Amtrust Financial Services, Inc. Depositary Shares , Each Representing 1/40 th Interest in a Share of 7.625% Non-Cumulative Preferred Stock, Series C|ARCA GLOBAL OTC|ARCA|600|2|2019-06-03
OTC|AFSIC|Amtrust Financial Services, Inc. Depositary Shares , Each Representing 1/40 th Interest in a Share of 7.625% Non-Cumulative Preferred Stock, Series C|OTCX OTC LINK ECN ATS|OTCX|400|1|2019-06-03
OTC|AFSIM|AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.75% Non-Cumulative Preferred Stock, Series E|ARCA GLOBAL OTC|ARCA|500|3|2019-06-03
OTC|AFSIM|AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.75% Non-Cumulative Preferred Stock, Series E|OTCX OTC LINK ECN ATS|OTCX|1018|3|2019-06-03
OTC|AFSIN|AmTrust Financial Services, Inc. Depositary Shares, Each Representing 1/40 th Interest in a Share of 6.95% Non-Cumulative Preferred Stock, Series F|ARCA GLOBAL OTC|ARCA|21075|43|2019-06-03
OTC|AFSIN|AmTrust Financial Services, Inc. Depositary Shares, Each Representing 1/40 th Interest in a Share of 6.95% Non-Cumulative Preferred Stock, Series F|OTCX OTC LINK ECN ATS|OTCX|500|2|2019-06-03
OTC|AFSIP|AmTrust Financial Services, Inc. Depositary Shares , Each Representing 1/40 th Interest in a Share of 7.50% Non-Cumulative Preferred Stock, Series D|ARCA GLOBAL OTC|ARCA|4020|2|2019-06-03
OTC|AFTC|Alternative Fuel Technologies Inc Common Stock|ARCA GLOBAL OTC|ARCA|100000|1|2019-06-03
OTC|AFTM|AfterMaster, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|100000|8|2019-06-03
OTC|AFTM|AfterMaster, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|408470|19|2019-06-03
OTC|AFYG|Affinity Gold Corp. Common Stocks|ARCA GLOBAL OTC|ARCA|5|1|2019-06-03
OTC|AGCZ|Andes Gold Corp. Common Stock|ARCA GLOBAL OTC|ARCA|20000|2|2019-06-03
OTC|AGEEF|Halo Labs Inc Ordinary Shares|ARCA GLOBAL OTC|ARCA|157451|83|2019-06-03
OTC|AGEEF|Halo Labs Inc Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|8600|5|2019-06-03
OTC|AGESY|Ageas Sponsored ADR (Belgium)|ARCA GLOBAL OTC|ARCA|4976|19|2019-06-03
OTC|AGGG|Antilia Group Corp Common Shares|ARCA GLOBAL OTC|ARCA|50|1|2019-06-03
OTC|AGHI|Agora Holdings Inc Common Stock|OTCX OTC LINK ECN ATS|OTCX|11400|4|2019-06-03
OTC|AGRPY|Absa Group Ltd American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|52|1|2019-06-03
OTC|AGSO|AgriSolar Solutions, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|100000|3|2019-06-03
OTC|AGUNF|Arctic Glacier Income Fund Trust Units (Canada)|OTCX OTC LINK ECN ATS|OTCX|5843|1|2019-06-03
OTC|AHAD|Alphacom Holdings, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|235|1|2019-06-03
OTC|AHCHY|Anhui Conch Cement Unsponsored ADR representing Shares -H- (China)|ARCA GLOBAL OTC|ARCA|4409|33|2019-06-03
OTC|AHEXY|Adecco Group AG American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|2073|25|2019-06-03
OTC|AHEXY|Adecco Group AG American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|378|3|2019-06-03
OTC|AHGIF|Alternate Health Corp. Ordinary Shares (Canada)|ARCA GLOBAL OTC|ARCA|2000|1|2019-06-03
OTC|AHIX|Aluf Holdings, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|285000|2|2019-06-03
OTC|AHIX|Aluf Holdings, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|1845700|7|2019-06-03
OTC|AHKSY|Asahi Kaisai Corporation American Depositary Shares|ARCA GLOBAL OTC|ARCA|23205|46|2019-06-03
OTC|AHKSY|Asahi Kaisai Corporation American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|866|3|2019-06-03
OTC|AIFS|Agent Information Software, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|1000|1|2019-06-03
OTC|AIFS|Agent Information Software, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|3582|1|2019-06-03
OTC|AILLL|Ameren Illinois Company Depositary Receipts representing 1/4 of 6.625% preferred stock|ARCA GLOBAL OTC|ARCA|100|1|2019-06-03
OTC|AILLL|Ameren Illinois Company Depositary Receipts representing 1/4 of 6.625% preferred stock|OTCX OTC LINK ECN ATS|OTCX|100|1|2019-06-03
OTC|AIQUY|L'Air Liquide Ord American Depositary Shares|ARCA GLOBAL OTC|ARCA|22339|32|2019-06-03
OTC|AIQUY|L'Air Liquide Ord American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|33376|44|2019-06-03
OTC|AITA|Wunong Asia Pacific Company Limited Common Stock|ARCA GLOBAL OTC|ARCA|11100|29|2019-06-03
OTC|AITA|Wunong Asia Pacific Company Limited Common Stock|OTCX OTC LINK ECN ATS|OTCX|8800|33|2019-06-03
OTC|AITB|AIT Therapeutics, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|200|1|2019-06-03
OTC|AITB|AIT Therapeutics, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|2210|12|2019-06-03
OTC|AITX|ARTIFICIAL INTELLIGENCE TECHNOLOGY SOLUTIONS INC. Common Stock|ARCA GLOBAL OTC|ARCA|120000|4|2019-06-03
OTC|AITX|ARTIFICIAL INTELLIGENCE TECHNOLOGY SOLUTIONS INC. Common Stock|OTCX OTC LINK ECN ATS|OTCX|59412|2|2019-06-03
OTC|AKAOQ|ACHAOGEN INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|399867|61|2019-06-03
OTC|AKBTY|Akbank Turk Anonim Sirketi ADR (Turkey)|ARCA GLOBAL OTC|ARCA|48575|53|2019-06-03
OTC|AKBTY|Akbank Turk Anonim Sirketi ADR (Turkey)|OTCX OTC LINK ECN ATS|OTCX|80234|31|2019-06-03
OTC|AKVA|Arkanova Energy Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|10000|1|2019-06-03
OTC|AKZOY|Akzo Nobel N.V. American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|28170|109|2019-06-03
OTC|ALBKY|Alpha Bank AE American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|3464|2|2019-06-03
OTC|ALEAF|Aleafia Health Inc Ordinary Shares|ARCA GLOBAL OTC|ARCA|8752|28|2019-06-03
OTC|ALEAF|Aleafia Health Inc Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|7599|21|2019-06-03
OTC|ALFVY|Alfa-Laval Ab Unsponsored ADR (Sweden)|ARCA GLOBAL OTC|ARCA|2699|6|2019-06-03
OTC|ALFVY|Alfa-Laval Ab Unsponsored ADR (Sweden)|OTCX OTC LINK ECN ATS|OTCX|753|3|2019-06-03
OTC|ALIAF|Alacer Gold Corp. Ordinary Shares|ARCA GLOBAL OTC|ARCA|1400|2|2019-06-03
OTC|ALNPY|ANA Holdings Inc. Ord American Depositary Shares|ARCA GLOBAL OTC|ARCA|300|3|2019-06-03
OTC|ALPE|alpha-En Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|6800|3|2019-06-03
OTC|ALPMY|Astellas Pharma Inc Unsponsored ADR (Japan)|ARCA GLOBAL OTC|ARCA|80619|128|2019-06-03
OTC|ALPMY|Astellas Pharma Inc Unsponsored ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|5593|9|2019-06-03
OTC|ALRS|Alerus Financial Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|200|1|2019-06-03
OTC|ALSMY|Alstom Unsponsored ADR (France)|ARCA GLOBAL OTC|ARCA|529|7|2019-06-03
OTC|ALSWF|Absolute Software Corp Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|100|1|2019-06-03
OTC|ALTN|Alternus Energy Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|28242|4|2019-06-03
OTC|ALVRQ|Alvarion Ltd. Ordinary Shares|ARCA GLOBAL OTC|ARCA|23|2|2019-06-03
OTC|ALYI|Alternet Systems, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|10000|1|2019-06-03
OTC|AMADY|Amadeus IT Group SA American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|6866|88|2019-06-03
OTC|AMADY|Amadeus IT Group SA American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|3463|39|2019-06-03
OTC|AMAZ|AMAZING ENERGY OIL & GAS CO Common Stock|OTCX OTC LINK ECN ATS|OTCX|31198|10|2019-06-03
OTC|AMBS|Amarantus Bioscience Holdings, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|120034|4|2019-06-03
OTC|AMBZ|American Business Bank Common Stock|ARCA GLOBAL OTC|ARCA|1266|8|2019-06-03
OTC|AMCRY|Amcor Limited American Depositary Shares|ARCA GLOBAL OTC|ARCA|52265|194|2019-06-03
OTC|AMCT|American Ed Ctr Inc Common Stock|OTCX OTC LINK ECN ATS|OTCX|4600|3|2019-06-03
OTC|AMFE|Amfil Technologies Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|170117|11|2019-06-03
OTC|AMIN|American International Industries Inc. Common Stock|ARCA GLOBAL OTC|ARCA|1289|1|2019-06-03
OTC|AMKBY|A.P. Moller-Maersk A/S Unsponsored American Depository Receipt (Denmark)|ARCA GLOBAL OTC|ARCA|49761|195|2019-06-03
OTC|AMLH|American Leisure Holdings, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|500000|2|2019-06-03
OTC|AMLM|American Lithium Minerals, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|600|1|2019-06-03
OTC|AMNF|Armanino Foods of Distinction, Inc. New Common Stock|ARCA GLOBAL OTC|ARCA|20085|66|2019-06-03
OTC|AMNP|American Sierra Gold Corp. Common Stock|ARCA GLOBAL OTC|ARCA|4|1|2019-06-03
OTC|AMPY|Amplify Energy Corp. Common Stock|OTCX OTC LINK ECN ATS|OTCX|2226|12|2019-06-03
OTC|AMSSY|AMS AG  American Depositary Receipts - Unsponsored (Austria)|ARCA GLOBAL OTC|ARCA|900|7|2019-06-03
OTC|AMTY|Amerityre Corporation Common Stock|ARCA GLOBAL OTC|ARCA|50573|6|2019-06-03
OTC|AMTY|Amerityre Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|34677|5|2019-06-03
OTC|ANCUF|Alimentation Couche-Tard, Inc. Subordinate Voting Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|9|1|2019-06-03
OTC|ANDI|Andiamo Corporation Common Stock|ARCA GLOBAL OTC|ARCA|1825000|4|2019-06-03
OTC|ANDR|Andrea Electronics Corporation Common Stock|ARCA GLOBAL OTC|ARCA|5000|2|2019-06-03
OTC|ANDR|Andrea Electronics Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|3075|1|2019-06-03
OTC|ANFC|Black Ridge Oil & Gas, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|18319|4|2019-06-03
OTC|ANGPY|Anglo American Platinum Ltd American Depositary Receipts - Sponsored (South Africa)|ARCA GLOBAL OTC|ARCA|1144|4|2019-06-03
OTC|ANGPY|Anglo American Platinum Ltd American Depositary Receipts - Sponsored (South Africa)|OTCX OTC LINK ECN ATS|OTCX|100|1|2019-06-03
OTC|ANPDY|Anta Sports Products Limited Unsponsored ADR (Cayman Islands)|ARCA GLOBAL OTC|ARCA|1876|19|2019-06-03
OTC|ANPDY|Anta Sports Products Limited Unsponsored ADR (Cayman Islands)|OTCX OTC LINK ECN ATS|OTCX|301|4|2019-06-03
OTC|ANSLY|Ansell Limited Sponsored ADR (Australia)|ARCA GLOBAL OTC|ARCA|10|1|2019-06-03
OTC|ANTH|Anthera Pharmaceuticals, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|437|1|2019-06-03
OTC|ANTH|Anthera Pharmaceuticals, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|14550|4|2019-06-03
OTC|ANVV|Anvia Hldgs Corp Common Stock|ARCA GLOBAL OTC|ARCA|15356|62|2019-06-03
OTC|ANVV|Anvia Hldgs Corp Common Stock|OTCX OTC LINK ECN ATS|OTCX|3630|15|2019-06-03
OTC|ANZBY|Australia and New Zealand Banking Group Limited Common Stock|ARCA GLOBAL OTC|ARCA|18479|38|2019-06-03
OTC|ANZBY|Australia and New Zealand Banking Group Limited Common Stock|OTCX OTC LINK ECN ATS|OTCX|3400|11|2019-06-03
OTC|AONNY|Aeon Co Ltd American Depositary Shares|ARCA GLOBAL OTC|ARCA|500|5|2019-06-03
OTC|AOTVF|Ascot Res Ltd Ordinary Shares|ARCA GLOBAL OTC|ARCA|1000|1|2019-06-03
OTC|AOXG|AOXING PHARMACEUTICAL CO INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|5|1|2019-06-03
OTC|AOXY|Advanced Oxygen Technologies, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|500|1|2019-06-03
OTC|APAFF|VanadiumCorp Resources Inc Ordinary Shares|ARCA GLOBAL OTC|ARCA|20000|5|2019-06-03
OTC|APAFF|VanadiumCorp Resources Inc Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|11300|1|2019-06-03
OTC|APHD|Appiphany Technologies Holdings Corp. Common Stock|ARCA GLOBAL OTC|ARCA|60000|2|2019-06-03
OTC|APHE|Alpha Energy Inc  Common Stock|OTCX OTC LINK ECN ATS|OTCX|200|2|2019-06-03
OTC|APLD|Applied Science Products, Inc. New Common Stock|ARCA GLOBAL OTC|ARCA|350|2|2019-06-03
OTC|APNHY|Aspen Pharmacare Holdings plc Unsponsored ADR (South Africa)|ARCA GLOBAL OTC|ARCA|9139|26|2019-06-03
OTC|APNHY|Aspen Pharmacare Holdings plc Unsponsored ADR (South Africa)|OTCX OTC LINK ECN ATS|OTCX|766|2|2019-06-03
OTC|APTL|Alaska Pwr & Tel Co Common Stock|ARCA GLOBAL OTC|ARCA|352|2|2019-06-03
OTC|APTY|APT Systems Inc. Common Stock|ARCA GLOBAL OTC|ARCA|14400000|25|2019-06-03
OTC|APTY|APT Systems Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|1000000|2|2019-06-03
OTC|APYP|Appyea, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|2500000|10|2019-06-03
OTC|APYP|Appyea, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|6845252|15|2019-06-03
OTC|AQFH|Aquesta Financial Holdings, Inc Common Stock|OTCX OTC LINK ECN ATS|OTCX|100|1|2019-06-03
OTC|AQSZF|AEQUUS PHARMACEUTICALS INC Common Shares (Canada)|ARCA GLOBAL OTC|ARCA|500|1|2019-06-03
OTC|AQUI|Aquagold International, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|22|1|2019-06-03
OTC|ARCS|Arcis Resources Corporation Common Stock|ARCA GLOBAL OTC|ARCA|510000|2|2019-06-03
OTC|ARCS|Arcis Resources Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|550000|4|2019-06-03
OTC|AREM|American Rare Earths and Materials Corp. Common Stock|ARCA GLOBAL OTC|ARCA|26200|5|2019-06-03
OTC|ARET|Arete Industries, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|10000|1|2019-06-03
OTC|ARFXF|PROMIS NEUROSCIENCES INC Common Shares|ARCA GLOBAL OTC|ARCA|50000|3|2019-06-03
OTC|ARFXF|PROMIS NEUROSCIENCES INC Common Shares|OTCX OTC LINK ECN ATS|OTCX|21000|5|2019-06-03
OTC|ARGL|Argyle Security, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|5000|5|2019-06-03
OTC|ARGQ|Argentum 47, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|300000|2|2019-06-03
OTC|ARGQ|Argentum 47, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|35200|2|2019-06-03
OTC|ARGSQ|ARGOS THERAPEUTICS INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|149|4|2019-06-03
OTC|ARHH|Assure Hldgs Corp Common Stock|ARCA GLOBAL OTC|ARCA|737|1|2019-06-03
OTC|ARHH|Assure Hldgs Corp Common Stock|OTCX OTC LINK ECN ATS|OTCX|100|1|2019-06-03
OTC|ARHN|Archon Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|15600|29|2019-06-03
OTC|ARKAY|Arkema Sponsored ADR (France)|ARCA GLOBAL OTC|ARCA|327|5|2019-06-03
OTC|ARREF|Amerigo Resources, Ltd. Ordinary Shares (Canada)|ARCA GLOBAL OTC|ARCA|15500|6|2019-06-03
OTC|ARSN|AUREUS INC  Common Stock|ARCA GLOBAL OTC|ARCA|247100|3|2019-06-03
OTC|ARTH|Arch Therapeutics, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|121345|13|2019-06-03
OTC|ARTH|Arch Therapeutics, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|9900|1|2019-06-03
OTC|ARTM|American Nortel Communications, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|4000|1|2019-06-03
OTC|ARWD|Arrow Resources Development, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|354960|10|2019-06-03
OTC|ARWD|Arrow Resources Development, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|9000|1|2019-06-03
OTC|ASAZY|Assa Abloy AB Unsponsored ADR (Sweden)|ARCA GLOBAL OTC|ARCA|36379|63|2019-06-03
OTC|ASBFY|Associated British Foods Plc American Depositary Shares|ARCA GLOBAL OTC|ARCA|32210|74|2019-06-03
OTC|ASBFY|Associated British Foods Plc American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|315|4|2019-06-03
OTC|ASCK|AUSCRETE CORP Common Stock|ARCA GLOBAL OTC|ARCA|100|1|2019-06-03
OTC|ASCS|American Crystal Sugar Co. PFD RESTRICTED NON-DIVID PAYING|FNCA FNC AG STOCK, LLC|FNCA|21|1|2019-06-03
OTC|ASFZ|ASSOCIATES FIRST CAPITAL CORPORATION Residual Value Obligations|ARCA GLOBAL OTC|ARCA|334150|8|2019-06-03
OTC|ASGLY|AGC Inc. American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|15054|44|2019-06-03
OTC|ASHTY|Ashtead Group Plc Unsponsored ADR (United Kingdom)|ARCA GLOBAL OTC|ARCA|3495|17|2019-06-03
OTC|ASKH|Astika Holdings, Inc. Com|ARCA GLOBAL OTC|ARCA|2000|1|2019-06-03
OTC|ASKH|Astika Holdings, Inc. Com|OTCX OTC LINK ECN ATS|OTCX|21600|2|2019-06-03
