tierDescription|issueSymbolIdentifier|issueName|marketParticipantName|MPID|totalWeeklyShareQuantity|totalWeeklyTradeCount|lastUpdateDate
OTC|VCBD|Vitalibis, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|20|1|2019-06-24
OTC|VCEX|Vaccex, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|152|2|2019-06-24
OTC|VCISY|Vinci SA ADR (France)|ARCA GLOBAL OTC|ARCA|20690|59|2019-06-24
OTC|VCISY|Vinci SA ADR (France)|OTCX OTC LINK ECN ATS|OTCX|17786|31|2019-06-24
OTC|VCSY|Vertical Computer Systems, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|25000|1|2019-06-24
OTC|VCSY|Vertical Computer Systems, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|6850|1|2019-06-24
OTC|VDMCY|Vodacom Group Ltd. Sponsored ADR|ARCA GLOBAL OTC|ARCA|2307|11|2019-06-24
OTC|VDMCY|Vodacom Group Ltd. Sponsored ADR|OTCX OTC LINK ECN ATS|OTCX|100|1|2019-06-24
OTC|VDRM|ViaDerma, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|1575000|6|2019-06-24
OTC|VEGL|Vegalab, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|100|1|2019-06-24
