tierDescription|issueSymbolIdentifier|issueName|marketParticipantName|MPID|totalWeeklyShareQuantity|totalWeeklyTradeCount|lastUpdateDate
NMS Tier 1|A|Agilent Technologies Inc.|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|185300|779|2019-06-03
NMS Tier 1|A|Agilent Technologies Inc.|SGMT SIGMA X2|SGMT|283831|2320|2019-06-03
NMS Tier 1|A|Agilent Technologies Inc.|UBSA UBS ATS|UBSA|1016843|8215|2019-06-03
NMS Tier 1|A|Agilent Technologies Inc.|XIST INSTINET CROSSING|XIST|743|2|2019-06-03
NMS Tier 1|A|Agilent Technologies Inc.|XSTM CROSSSTREAM|XSTM|163464|416|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|BIDS BIDS ATS|BIDS|132300|107|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|BLKX INSTINET BLOCKCROSS|BLKX|66601|8|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|CODA CODA|CODA|20095|64|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|CROS CROSSFINDER|CROS|274418|1808|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|DBAX SUPERX ATS|DBAX|155700|836|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|EBXL LEVEL ATS|EBXL|117602|668|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|IATS IBKR ATS|IATS|19275|110|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|ICBX CBX|ICBX|15590|98|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|INCR INTELLIGENT CROSS LLC|INCR|12914|140|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|ITGP POSIT|ITGP|28000|134|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|JPBX JPB-X|JPBX|42616|494|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|JPMX JPM-X|JPMX|153046|865|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|KCGM VIRTU MATCHIT ATS|KCGM|69620|553|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|LATS THE BARCLAYS ATS|LATS|131600|920|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|LQNA LIQUIDNET H2O ATS|LQNA|40100|4|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|MLIX INSTINCT X|MLIX|53017|274|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|MSPL MS POOL (ATS-4)|MSPL|119800|534|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|MSRP MS RPOOL (ATS-6)|MSRP|43900|345|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|134800|624|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|SGMT SIGMA X2|SGMT|103257|729|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|UBSA UBS ATS|UBSA|547732|4328|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|XIST INSTINET CROSSING|XIST|5000|3|2019-06-03
NMS Tier 1|AA|Alcoa Corporation|XSTM CROSSSTREAM|XSTM|45977|135|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|BIDS BIDS ATS|BIDS|51200|284|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|BLKX INSTINET BLOCKCROSS|BLKX|43800|6|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|CODA CODA|CODA|10389|61|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|CROS CROSSFINDER|CROS|283370|2428|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|DBAX SUPERX ATS|DBAX|196200|1122|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|EBXL LEVEL ATS|EBXL|163161|1062|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|IATS IBKR ATS|IATS|108106|354|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|ICBX CBX|ICBX|27296|224|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|INCR INTELLIGENT CROSS LLC|INCR|61938|629|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|ITGP POSIT|ITGP|49100|274|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|JPBX JPB-X|JPBX|102539|1132|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|JPMX JPM-X|JPMX|200059|1436|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|KCGM VIRTU MATCHIT ATS|KCGM|35426|351|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|LATS THE BARCLAYS ATS|LATS|112553|904|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|MLIX INSTINCT X|MLIX|62973|378|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|MSPL MS POOL (ATS-4)|MSPL|135400|716|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|MSRP MS RPOOL (ATS-6)|MSRP|174700|1157|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|141900|523|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|SGMT SIGMA X2|SGMT|181156|1351|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|UBSA UBS ATS|UBSA|759403|8001|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|XIST INSTINET CROSSING|XIST|40300|5|2019-06-03
NMS Tier 1|AAL|American Airlines Group Inc. Common Stock|XSTM CROSSSTREAM|XSTM|81104|284|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|BIDS BIDS ATS|BIDS|22600|55|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|BLKX INSTINET BLOCKCROSS|BLKX|5000|1|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|CODA CODA|CODA|2129|13|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|CROS CROSSFINDER|CROS|108929|1084|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|DBAX SUPERX ATS|DBAX|94500|847|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|EBXL LEVEL ATS|EBXL|46501|337|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|IATS IBKR ATS|IATS|7562|61|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|ICBX CBX|ICBX|6900|69|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|INCR INTELLIGENT CROSS LLC|INCR|3100|31|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|ITGP POSIT|ITGP|22000|39|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|JPBX JPB-X|JPBX|23362|411|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|JPMX JPM-X|JPMX|61385|674|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|KCGM VIRTU MATCHIT ATS|KCGM|6751|78|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|LATS THE BARCLAYS ATS|LATS|40700|330|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|LQNA LIQUIDNET H2O ATS|LQNA|8500|1|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|MLIX INSTINCT X|MLIX|11400|86|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|MSPL MS POOL (ATS-4)|MSPL|49800|380|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|MSRP MS RPOOL (ATS-6)|MSRP|25800|194|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|36400|273|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|SGMT SIGMA X2|SGMT|66634|667|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|UBSA UBS ATS|UBSA|268504|3382|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|XIST INSTINET CROSSING|XIST|26|1|2019-06-03
NMS Tier 1|AAP|ADVANCE AUTO PARTS INC|XSTM CROSSSTREAM|XSTM|4791|38|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|BIDS BIDS ATS|BIDS|241400|549|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|BLKX INSTINET BLOCKCROSS|BLKX|191462|17|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|CBLC CITIBLOC|CBLC|26544|1|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|CODA CODA|CODA|202096|1606|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|CROS CROSSFINDER|CROS|1548196|13649|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|DBAX SUPERX ATS|DBAX|670000|6020|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|EBXL LEVEL ATS|EBXL|479722|4050|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|IATS IBKR ATS|IATS|1064133|6863|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|ICBX CBX|ICBX|83437|542|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|INCR INTELLIGENT CROSS LLC|INCR|15390|104|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|ITGP POSIT|ITGP|143200|754|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|JPBX JPB-X|JPBX|362226|2690|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|JPMX JPM-X|JPMX|870413|5618|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|KCGM VIRTU MATCHIT ATS|KCGM|193781|2549|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|LATS THE BARCLAYS ATS|LATS|578300|4754|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|LQNA LIQUIDNET H2O ATS|LQNA|52600|5|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|MLIX INSTINCT X|MLIX|365008|1525|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|MSPL MS POOL (ATS-4)|MSPL|264000|1564|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|MSRP MS RPOOL (ATS-6)|MSRP|180800|953|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|115200|527|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|SGMT SIGMA X2|SGMT|513296|5174|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|UBSA UBS ATS|UBSA|3072067|32064|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|USTK USTOCKTRADE SECURITIES, INC.|USTK|608|69|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|WDNX XE|WDNX|1976|4|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|XIST INSTINET CROSSING|XIST|41973|8|2019-06-03
NMS Tier 1|AAPL|Apple Inc. Common Stock|XSTM CROSSSTREAM|XSTM|997447|3177|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|BIDS BIDS ATS|BIDS|400|2|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|CROS CROSSFINDER|CROS|35767|264|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|DBAX SUPERX ATS|DBAX|46500|304|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|EBXL LEVEL ATS|EBXL|43600|318|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|IATS IBKR ATS|IATS|2852|20|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|ICBX CBX|ICBX|34225|155|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|INCR INTELLIGENT CROSS LLC|INCR|700|7|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|ITGP POSIT|ITGP|22100|118|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|JPMX JPM-X|JPMX|4384|26|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|KCGM VIRTU MATCHIT ATS|KCGM|30446|141|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|LATS THE BARCLAYS ATS|LATS|39000|254|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|MLIX INSTINCT X|MLIX|6226|31|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|MSPL MS POOL (ATS-4)|MSPL|16900|35|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|3900|17|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|SGMT SIGMA X2|SGMT|32881|199|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|UBSA UBS ATS|UBSA|88195|611|2019-06-03
NMS Tier 1|AAXJ|iShares MSCI All Country Asia ex Japan ETF|XSTM CROSSSTREAM|XSTM|400|1|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|BIDS BIDS ATS|BIDS|157100|132|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|BLKX INSTINET BLOCKCROSS|BLKX|44551|5|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|CBLC CITIBLOC|CBLC|5174|1|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|CODA CODA|CODA|56952|267|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|CROS CROSSFINDER|CROS|327760|2902|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|DBAX SUPERX ATS|DBAX|210000|1342|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|EBXL LEVEL ATS|EBXL|243636|1079|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|IATS IBKR ATS|IATS|30754|302|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|ICBX CBX|ICBX|53700|344|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|INCR INTELLIGENT CROSS LLC|INCR|23971|115|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|ITGP POSIT|ITGP|45700|179|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|JPBX JPB-X|JPBX|115790|1324|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|JPMX JPM-X|JPMX|320329|1439|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|KCGM VIRTU MATCHIT ATS|KCGM|59263|399|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|LATS THE BARCLAYS ATS|LATS|126800|805|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|LMNX LUMINEX ATS|LMNX|74002|4|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|LQNA LIQUIDNET H2O ATS|LQNA|77900|7|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|MLIX INSTINCT X|MLIX|84262|342|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|MSPL MS POOL (ATS-4)|MSPL|111300|690|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|MSRP MS RPOOL (ATS-6)|MSRP|80900|709|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|115100|600|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|SGMT SIGMA X2|SGMT|237732|1865|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|UBSA UBS ATS|UBSA|809860|7697|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|WDNX XE|WDNX|844|1|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|XIST INSTINET CROSSING|XIST|100103|7|2019-06-03
NMS Tier 1|ABBV|ABBVIE INC.|XSTM CROSSSTREAM|XSTM|154604|550|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|BIDS BIDS ATS|BIDS|24900|79|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|BLKX INSTINET BLOCKCROSS|BLKX|15100|2|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|CBLC CITIBLOC|CBLC|10800|1|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|CODA CODA|CODA|5217|43|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|CROS CROSSFINDER|CROS|102687|1110|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|DBAX SUPERX ATS|DBAX|44000|328|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|EBXL LEVEL ATS|EBXL|54824|440|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|IATS IBKR ATS|IATS|14276|77|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|ICBX CBX|ICBX|14823|121|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|ITGP POSIT|ITGP|14400|88|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|JPBX JPB-X|JPBX|34729|913|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|JPMX JPM-X|JPMX|135230|1081|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|KCGM VIRTU MATCHIT ATS|KCGM|25003|218|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|LATS THE BARCLAYS ATS|LATS|28400|234|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|LMNX LUMINEX ATS|LMNX|5900|1|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|LQNA LIQUIDNET H2O ATS|LQNA|11000|1|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|LQNT LIQUIDNET NEGOTIATION ATS|LQNT|10800|1|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|MLIX INSTINCT X|MLIX|15250|91|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|MSPL MS POOL (ATS-4)|MSPL|55700|468|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|MSRP MS RPOOL (ATS-6)|MSRP|23500|202|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|30400|242|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|SGMT SIGMA X2|SGMT|57019|572|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|UBSA UBS ATS|UBSA|170549|1720|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|XIST INSTINET CROSSING|XIST|500|1|2019-06-03
NMS Tier 1|ABC|AmerisourceBergen Corp.|XSTM CROSSSTREAM|XSTM|7611|37|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|BIDS BIDS ATS|BIDS|14100|33|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|CODA CODA|CODA|1218|21|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|CROS CROSSFINDER|CROS|36708|541|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|DBAX SUPERX ATS|DBAX|34700|308|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|EBXL LEVEL ATS|EBXL|23204|218|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|IATS IBKR ATS|IATS|3195|60|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|ICBX CBX|ICBX|2100|21|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|INCR INTELLIGENT CROSS LLC|INCR|640|6|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|ITGP POSIT|ITGP|9500|31|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|JPBX JPB-X|JPBX|4023|128|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|JPMX JPM-X|JPMX|45941|691|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|KCGM VIRTU MATCHIT ATS|KCGM|4116|52|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|LATS THE BARCLAYS ATS|LATS|20800|194|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|MLIX INSTINCT X|MLIX|2144|19|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|MSPL MS POOL (ATS-4)|MSPL|27700|244|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|MSRP MS RPOOL (ATS-6)|MSRP|9500|77|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|11600|111|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|SGMT SIGMA X2|SGMT|25323|332|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|UBSA UBS ATS|UBSA|99592|1506|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|USTK USTOCKTRADE SECURITIES, INC.|USTK|2|2|2019-06-03
NMS Tier 1|ABMD|ABIOMED, Inc. Common Stock|XSTM CROSSSTREAM|XSTM|4874|21|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|BIDS BIDS ATS|BIDS|482700|235|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|BLKX INSTINET BLOCKCROSS|BLKX|148039|12|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|CODA CODA|CODA|5198|35|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|CROS CROSSFINDER|CROS|298044|2205|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|DBAX SUPERX ATS|DBAX|168600|1162|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|EBXL LEVEL ATS|EBXL|225849|1287|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|IATS IBKR ATS|IATS|19634|123|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|ICBX CBX|ICBX|46677|407|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|INCR INTELLIGENT CROSS LLC|INCR|46145|418|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|ITGP POSIT|ITGP|229000|340|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|JPBX JPB-X|JPBX|103321|1279|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|JPMX JPM-X|JPMX|267937|1701|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|KCGM VIRTU MATCHIT ATS|KCGM|63749|407|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|LATS THE BARCLAYS ATS|LATS|192600|1459|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|LQNA LIQUIDNET H2O ATS|LQNA|47700|4|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|MLIX INSTINCT X|MLIX|60568|338|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|MSPL MS POOL (ATS-4)|MSPL|109300|675|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|MSRP MS RPOOL (ATS-6)|MSRP|122900|1031|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|MSTX MS TRAJECTORY CROSS (ATS-1)|MSTX|94000|511|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|SGMT SIGMA X2|SGMT|206908|1780|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|UBSA UBS ATS|UBSA|825330|6914|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|XIST INSTINET CROSSING|XIST|17383|4|2019-06-03
NMS Tier 1|ABT|Abbott Laboratories|XSTM CROSSSTREAM|XSTM|29798|139|2019-06-03
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|BIDS BIDS ATS|BIDS|100|1|2019-06-03
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|CODA CODA|CODA|50|1|2019-06-03
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|CROS CROSSFINDER|CROS|13492|123|2019-06-03
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|DBAX SUPERX ATS|DBAX|6400|64|2019-06-03
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|EBXL LEVEL ATS|EBXL|6200|53|2019-06-03
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|IATS IBKR ATS|IATS|2610|18|2019-06-03
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|ICBX CBX|ICBX|300|3|2019-06-03
NMS Tier 1|ACA|Arcosa, Inc. Common Stock|INCR INTELLIGENT CROSS LLC|INCR|100|1|2019-06-03
