tierDescription|issueSymbolIdentifier|issueName|marketParticipantName|totalWeeklyShareQuantity|totalWeeklyTradeCount|lastUpdateDate
OTCE|ABGLF|ACACIA MNG PLC Common Shares|De Minimis Firms|6|1|2019-06-17
OTCE|ABGSF|ABG Sundal Collier ASA Ordinary Shares (Norway)|De Minimis Firms|814|1|2019-06-17
OTCE|ABKB|American Basketball Association, Inc. Common Stock|De Minimis Firms|400|2|2019-06-17
OTCE|ABLE|Able Energy, Inc. Common Stock|De Minimis Firms|889|4|2019-06-17
OTCE|ABLZF|Abb Ltd Reg Ordinary Shares|De Minimis Firms|34653|7|2019-06-17
OTCE|ABMBF|Abcourt Mines Inc Cl-B (F) Ordinary Shares|De Minimis Firms|88008|17|2019-06-17
OTCE|ABMC|American Bio Medica Corp. Common Stock|De Minimis Firms|7202|17|2019-06-17
OTCE|ABML|American Battery Metals Corporation Common Stock|De Minimis Firms|1682350|273|2019-06-17
OTCE|ABMT|Advanced BioMedical Technologies, Inc. Common Stock|De Minimis Firms|700|1|2019-06-17
OTCE|ABNAF|Aben Resources, Ltd. Ordinary Shares|De Minimis Firms|191444|59|2019-06-17
OTCE|ABNK|AltaPacific Bancorp Common Stock|De Minimis Firms|10610|20|2019-06-17
OTCE|ABNRY|Abn Amro Group NV American Depositary Shares - Unsponsored (Netherlands)|De Minimis Firms|370789|764|2019-06-17
OTCE|ABPR|Airborne Security & Protective Services, Inc. New Common Stock|De Minimis Firms|4844|13|2019-06-17
OTCE|ABQQ|AB INTL GROUP CORP Common Stock|De Minimis Firms|7500|1|2019-06-17
OTCE|ABSSF|Airboss Of America Corp New Ordinary Shares|De Minimis Firms|100|1|2019-06-17
OTCE|ABTO|AB&T Financial Corporation (NC) Common Stock|De Minimis Firms|1700|1|2019-06-17
OTCE|ABTZY|Aboitiz Equity Ventures Inc. Unsponsored ADR (Phillipines)|De Minimis Firms|50|1|2019-06-17
OTCE|ABVCD|American BriVision (Holding) Corporation Common Stock|De Minimis Firms|62|11|2019-06-17
OTCE|ABVG|Affinity Beverage Group, Inc. Common Stock|De Minimis Firms|35065220|21|2019-06-17
OTCE|ABWN|Airborne Wireless Network Common Stock|De Minimis Firms|79217057|134|2019-06-17
OTCE|ABZPF|Aboitiz Power Corp. Ordinary Shares (Phillippines)|De Minimis Firms|1312|4|2019-06-17
OTCE|ABZT|Ablaze Technologies, Inc. Common Stock|De Minimis Firms|176508|35|2019-06-17
OTCE|ACAN|Americann, Inc. Common Stock|De Minimis Firms|183840|283|2019-06-17
OTCE|ACAZF|Acadian Timber Corporation Ordinary Shares (Canada)|De Minimis Firms|5109|31|2019-06-17
OTCE|ACBD|Annabidiol Corp. Common Stock|De Minimis Firms|2483|15|2019-06-17
OTCE|ACBM|Acro Biomedical Co., Ltd. Common Stock|De Minimis Firms|5170|39|2019-06-17
OTCE|ACCA|Acacia Diversified Holdings, Inc. Common Stock|De Minimis Firms|853499|45|2019-06-17
OTCE|ACCFF|Accord Financial Corp Ordinary Shares (Canada)|De Minimis Firms|700|3|2019-06-17
OTCE|ACCMF|AAC MICROTEC AB  Share AK (Sweden)|De Minimis Firms|200|1|2019-06-17
OTCE|ACCR|Access-Power, Inc. (Florida) Common Stock|De Minimis Firms|661065|52|2019-06-17
OTCE|ACCYY|Accor S A American Depositary Receipts - Sponsored (France)|De Minimis Firms|284859|314|2019-06-17
OTCE|ACDSF|Ascendas Real Estate Investment Trust Units|De Minimis Firms|13200|2|2019-06-17
OTCE|ACDVF|Air Canada Inc Vtg & Var Vtg Shares (Canada)|De Minimis Firms|47716|126|2019-06-17
OTCE|ACETQ|Aceto Corporation Common Stock|De Minimis Firms|2070279|276|2019-06-17
OTCE|ACEYY|Acer, Inc. (New) Sponsored Global Depository Receipt Reg S (Taiwan)|De Minimis Firms|1|1|2019-06-17
OTCE|ACEZ|Ariel Clean Energy, Inc. Common Stock|De Minimis Firms|13900|3|2019-06-17
OTCE|ACFN|Acorn Energy, Inc.|De Minimis Firms|63421|25|2019-06-17
OTCE|ACGBF|Agricultural Bank of China Ordinary Shares  SHS H  (China)|De Minimis Firms|9553|6|2019-06-17
OTCE|ACGBY|Agricultural Bank of China Unsponsored American Depository Receipt (China)|De Minimis Firms|103497|189|2019-06-17
OTCE|ACGI|Amacore Group, Inc. (The) Class A Common Stock|De Minimis Firms|254647|13|2019-06-17
OTCE|ACGJ|ACI Global Corporation Common Stock|De Minimis Firms|2859|4|2019-06-17
OTCE|ACGX|Alliance Creative Group, Inc. Common Stock|De Minimis Firms|93053456|116|2019-06-17
OTCE|ACHFF|ARch Biopartners Inc. Ordinary Shares (Canada)|De Minimis Firms|5360|6|2019-06-17
OTCE|ACKAY|Arcelik A S Unsponsored ADR (Turkey)|De Minimis Firms|2825|30|2019-06-17
OTCE|ACKDF|Auckland International Airport Ltd Ordinary Shares (New Zealand)|De Minimis Firms|16243|1|2019-06-17
OTCE|ACKRF|American Creek Resources Ltd Common  Shares (Canada)|De Minimis Firms|91500|5|2019-06-17
OTCE|ACLH|Act Clean Technologies, Inc. Common Stock|De Minimis Firms|1|1|2019-06-17
OTCE|ACLLF|Atco Ltd  Cl I Nv Cda Ordinary Shares|De Minimis Firms|15080|6|2019-06-17
OTCE|ACLZ|Accelerize Inc.  Common Stock|De Minimis Firms|102777|12|2019-06-17
OTCE|ACMC|American Church Mortgage Co Common Stock|De Minimis Firms|1354|3|2019-06-17
OTCE|ACMTA|ACMAT Corporation Class A Common Stock|De Minimis Firms|1700|6|2019-06-17
OTCE|ACNDF|Ascendas India Trust Units (Singapore)|De Minimis Firms|513396|5|2019-06-17
OTCE|ACNE|Alice Cons Mines Inc Common Stock|De Minimis Firms|575|1|2019-06-17
OTCE|ACNI|American Community Newspapers Inc Common Stock|De Minimis Firms|951|3|2019-06-17
OTCE|ACNNF|Auscann Group Hldgs Ltd Ordinary Shares (Australia)|De Minimis Firms|270309|94|2019-06-17
OTCE|ACNV|Accelera Innovations, Inc Common Stock|De Minimis Firms|1300|1|2019-06-17
OTCE|ACOPF|A2 Milk Co Ltd. Shs (New Zealand)|De Minimis Firms|28598|43|2019-06-17
OTCE|ACPQF|Added Cap Inc Ordinary Shares (Canada)|De Minimis Firms|2|1|2019-06-17
OTCE|ACPS|AC Partners Inc. Common Stock|De Minimis Firms|2|2|2019-06-17
OTCE|ACRFF|Accor S A (F) Ordinary Shares|De Minimis Firms|1118|4|2019-06-17
OTCE|ACRGF|Acreage Holdings Inc Common Shares (Canada)|CANACCORD GENUITY LLC|443937|1787|2019-06-17
OTCE|ACRGF|Acreage Holdings Inc Common Shares (Canada)|De Minimis Firms|376420|1620|2019-06-17
OTCE|ACRL|Atacama Resources International, Inc. Common Stock|De Minimis Firms|24475018|93|2019-06-17
OTCE|ACRT|Advanced Credit Technologies Inc Common Stock|De Minimis Firms|22302|13|2019-06-17
OTCE|ACSAY|ACS Actividades De Construccion Y Servicios SA Unsponsored ADR (Spain)|De Minimis Firms|270592|689|2019-06-17
OTCE|ACTL|Artec Global Media, Inc. Common Stock|De Minimis Firms|11505929|10|2019-06-17
OTCE|ACTPF|Ascent Resources plc London Ordinary Shares|De Minimis Firms|46|1|2019-06-17
OTCE|ACUIF|AcuityAds Hldgs Inc Ordinary Shares (Canada)|De Minimis Firms|114525|68|2019-06-17
OTCE|ACUR|ACURA PHARMACEUTICALS INC Common Stock|De Minimis Firms|3220|45|2019-06-17
OTCE|ACUS|Acusphere, Inc. (NEW) Common Stock|De Minimis Firms|6332|28|2019-06-17
OTCE|ACWRF|Acceleware Ltd.  Common Shares (Canada)|De Minimis Firms|1502|3|2019-06-17
OTCE|ADAC|Adama Technologies Corporation Common Stock|De Minimis Firms|512117|36|2019-06-17
OTCE|ADAD|Adaiah Distribution, Inc. Common Stock|De Minimis Firms|7697|20|2019-06-17
OTCE|ADBCF|Adelaide Brighton Ltd (Australia) Ordinary Shares|De Minimis Firms|100|1|2019-06-17
OTCE|ADBN|Americana Distribution, Inc. Common Stock|De Minimis Firms|729993|27|2019-06-17
OTCE|ADCV|AD Capital U.S. Inc. New Common Stock|De Minimis Firms|869|8|2019-06-17
OTCE|ADDC|Addmaster Corp Common Stock|De Minimis Firms|100|1|2019-06-17
OTCE|ADDDF|adidas AG Ordinary Shares (Germany)|De Minimis Firms|5718|38|2019-06-17
OTCE|ADDYY|adidas AG Sponsored ADR (Germany)|De Minimis Firms|180541|2116|2019-06-17
OTCE|ADEC|Alternative Energy Development Corporation Common Stock|De Minimis Firms|185|1|2019-06-17
OTCE|ADERY|Aida Engineering Ltd ADR|De Minimis Firms|100|1|2019-06-17
OTCE|ADFS|American Defense Systems, Inc Common Stock|De Minimis Firms|72131|17|2019-06-17
OTCE|ADGL|AllDigital Holdings, Inc. Common Stock|De Minimis Firms|1000|1|2019-06-17
OTCE|ADGO|Advantego Corporation Common Stock|De Minimis Firms|74339|148|2019-06-17
OTCE|ADHC|American Diversified Holdings Corporation Common Stock|De Minimis Firms|5795886|51|2019-06-17
OTCE|ADHLF|Applied Development Holdings Limited Ordinary Shares (Bermuda)|De Minimis Firms|1000|1|2019-06-17
OTCE|ADIA|Adia Nutrition, Inc. Common Stock|De Minimis Firms|135167|16|2019-06-17
OTCE|ADLI|American Medical Technologies Inc. Common Stock|De Minimis Firms|24181|14|2019-06-17
OTCE|ADLS|Advanced Life Sciences Holdings, Inc. Common Stock|De Minimis Firms|55142|30|2019-06-17
OTCE|ADMG|Adamant DRI Processing and Minerals Group Common Stock|De Minimis Firms|73425|7|2019-06-17
OTCE|ADMT|ADM Tronics Unlimited, Inc. Common Stock|De Minimis Firms|53080|19|2019-06-17
OTCE|ADNY|Adino Energy Corporation Common Stock|De Minimis Firms|1030299|9|2019-06-17
OTCE|ADOOY|Adaro Energy PT Unsponsored ADR (Indonesia)|De Minimis Firms|151|4|2019-06-17
OTCE|ADPAS|Adelphia Recovery Trust  Series ACC-1 Int|De Minimis Firms|19454|2|2019-06-17
OTCE|ADPPF|ADO PPTYS S A Ordinary Shares (Luxembourg)|De Minimis Firms|475|1|2019-06-17
OTCE|ADPXY|Audio Pixels Holdings Ltd Sponsored ADR (Australia)|De Minimis Firms|1077|3|2019-06-17
OTCE|ADRNY|Koninklijke Ahold Delhaize N.V. American Depositary Receipts - Sponsored|De Minimis Firms|347837|739|2019-06-17
OTCE|ADRZF|Andritz Ag Graz Ordinary Shares|De Minimis Firms|166|2|2019-06-17
OTCE|ADSV|Allied Security Innovations, Inc. NEW Common Stock|De Minimis Firms|4613587|75|2019-06-17
OTCE|ADTC|Advanced Deposition Technologies, Inc. Common Stock|De Minimis Firms|17565|7|2019-06-17
OTCE|ADTFF|Imetal Res Inc Ordinary Shares|De Minimis Firms|3003|2|2019-06-17
OTCE|ADTM|Adaptive Medias, Inc. Common Stock|De Minimis Firms|18064565|46|2019-06-17
OTCE|ADTR|Alliance Media Holdings Inc. Common Stock|De Minimis Firms|2500|1|2019-06-17
OTCE|ADTY|Adtegrity.Com International Inc Common Stock|De Minimis Firms|2200|1|2019-06-17
OTCE|ADVC|Advant-e Corporation Common Stock|De Minimis Firms|35538|4|2019-06-17
OTCE|ADVOF|Adva Optical Networking SE Ordinary Shares (Germany)|De Minimis Firms|300|2|2019-06-17
OTCE|ADVT|Advantis Corporation Common Stock|De Minimis Firms|2214772|203|2019-06-17
OTCE|ADVV|Adveco Group Inc Common Stock|De Minimis Firms|600|6|2019-06-17
OTCE|ADVZF|Adventus Zinc Corporation Common Shares (Canada)|De Minimis Firms|13200|19|2019-06-17
OTCE|ADWPF|Andrew Peller Ltd Class A Ordinary Shares (Canada)|De Minimis Firms|20|1|2019-06-17
OTCE|ADYYF|Adyen N.V. Ordinary Shares (Netherlands)|De Minimis Firms|809|75|2019-06-17
OTCE|AEBLF|American Biofuels Inc. Common Shares  (Canada)|De Minimis Firms|3622|5|2019-06-17
OTCE|AEBZY|Anadolu Efes Biracilik Ve Malt Sanayi AS Sponsored ADR Reg S (Turkey)|De Minimis Firms|6605|7|2019-06-17
OTCE|AECFF|Action Energy Inc Ordinary Shares (Canada)|De Minimis Firms|3679|16|2019-06-17
OTCE|AEDC|American Energy Development Corp. Common Stock|De Minimis Firms|2113|8|2019-06-17
OTCE|AEEI|American Environmental Energy, Inc. Common Stock|De Minimis Firms|736|5|2019-06-17
OTCE|AEEX|Asia Equity Exchange Group, Inc. Common Stock|De Minimis Firms|104|3|2019-06-17
OTCE|AEGG|American Energy Group, Ltd. New Common Stock|De Minimis Firms|899|2|2019-06-17
OTCE|AEGOF|Aegon NV Ordinary Shares (Netherlands)|De Minimis Firms|486939|2|2019-06-17
OTCE|AEGY|Alternative Energy Partners Inc. Common Stock|De Minimis Firms|8164497|118|2019-06-17
OTCE|AEMC|Archer Entertainment Media Communications Incorporated New Common Stock|De Minimis Firms|8500|2|2019-06-17
OTCE|AEOEF|ALELION ENERGY SYS AB Subscription Right Tr 190506 (Sweden)|De Minimis Firms|700|1|2019-06-17
OTCE|AEPLF|Anglo Eastern Plantations PLC Ordinary Shares|De Minimis Firms|400|1|2019-06-17
OTCE|AEPT|American Energy Partners, Inc. Common Stock|De Minimis Firms|71383|64|2019-06-17
OTCE|AERG|Applied Energetics, Inc Common Stock|De Minimis Firms|714404|281|2019-06-17
OTCE|AERN|AER Energy Resources, Inc. Common Stock|De Minimis Firms|4723237|93|2019-06-17
OTCE|AERO|AeroGrow International, Inc. Common Stock|De Minimis Firms|39668|125|2019-06-17
OTCE|AERS|Aerius Common Stock|De Minimis Firms|25186|5|2019-06-17
OTCE|AESO|Atlantic Energy Solutions Inc Common Stock|De Minimis Firms|101008|17|2019-06-17
OTCE|AESTY|AES Tiete Energia SA American Depositary Shares - Sponsored (Brazil)|De Minimis Firms|5671|3|2019-06-17
OTCE|AETUF|Arc Resources Ltd. Ordinary Shares (Canada)|De Minimis Firms|44296|131|2019-06-17
OTCE|AEXAF|Atos Origin SA Ordinary Shares (France)|De Minimis Firms|510|3|2019-06-17
OTCE|AEXAY|Atos Origin SA Unsponsored ADR (France)|De Minimis Firms|30452|244|2019-06-17
OTCE|AEXE|Aim Exploration Inc Common Stock|De Minimis Firms|73209946|88|2019-06-17
OTCE|AFBA|Allied First Bancorp, Inc. (Maryland) Common Stock|De Minimis Firms|200|2|2019-06-17
OTCE|AFBG|American Fiber Green Products, Inc. Common Stock|De Minimis Firms|735|4|2019-06-17
OTCE|AFCJF|AFC Ajax NV Amsterdam Ordinary Shares (Netherlands)|De Minimis Firms|13|1|2019-06-17
OTCE|AFCL|Amcor Financial Corp Common Stock|De Minimis Firms|2125|7|2019-06-17
OTCE|AFFL|Affiliated Resources Corporation Common Stock|De Minimis Firms|64500|2|2019-06-17
OTCE|AFFN|Affinity Networks, Inc. Common Stock|De Minimis Firms|52068|18|2019-06-17
OTCE|AFFS|AmTrust Financial Services, Inc. 7.25% Subordinated Notes Due 2055|De Minimis Firms|25130|59|2019-06-17
OTCE|AFFT|AmTrust Financial Services, Inc. 7.50% Subordinated Notes Due 2055|De Minimis Firms|27353|67|2019-06-17
OTCE|AFFU|Affluence Corporation Common Stock|De Minimis Firms|6850|7|2019-06-17
OTCE|AFFY|Affymax, Inc. Common Stock|De Minimis Firms|105415|17|2019-06-17
OTCE|AFGC|Africa Growth Corporation Common Stock|De Minimis Firms|44|9|2019-06-17
OTCE|AFHFF|AFH Financial Group PLC Bromsgrove Ordinary Shares (United Kingdom)|De Minimis Firms|10000|6|2019-06-17
OTCE|AFLYY|Air France ADS ADS|De Minimis Firms|37641|38|2019-06-17
OTCE|AFML|Aerofoam Metals Inc. Common Stock|De Minimis Firms|49250|14|2019-06-17
OTCE|AFNL|AmTrust Financial Corporation Common Stock|De Minimis Firms|5|1|2019-06-17
OTCE|AFOM|All For One Media Corp. Common Stock|De Minimis Firms|248135|17|2019-06-17
OTCE|AFPW|Alumifuel Power Corp. Common Stock|De Minimis Firms|117495069|44|2019-06-17
OTCE|AFSIA|Amtrust Financial Services, Inc. 6.75% Non-Cumulative Preferred Stock, Series A|De Minimis Firms|23906|76|2019-06-17
OTCE|AFSIB|AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.25% Non Cumulative Preferred Stock, Series B|De Minimis Firms|44702|141|2019-06-17
OTCE|AFSIC|Amtrust Financial Services, Inc. Depositary Shares , Each Representing 1/40 th Interest in a Share of 7.625% Non-Cumulative Preferred Stock, Series C|De Minimis Firms|40069|122|2019-06-17
OTCE|AFSIM|AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.75% Non-Cumulative Preferred Stock, Series E|De Minimis Firms|181526|171|2019-06-17
OTCE|AFSIN|AmTrust Financial Services, Inc. Depositary Shares, Each Representing 1/40 th Interest in a Share of 6.95% Non-Cumulative Preferred Stock, Series F|De Minimis Firms|616420|333|2019-06-17
OTCE|AFSIP|AmTrust Financial Services, Inc. Depositary Shares , Each Representing 1/40 th Interest in a Share of 7.50% Non-Cumulative Preferred Stock, Series D|De Minimis Firms|67495|157|2019-06-17
OTCE|AFTC|Alternative Fuel Technologies Inc Common Stock|De Minimis Firms|183244|35|2019-06-17
OTCE|AFTM|AfterMaster, Inc. Common Stock|De Minimis Firms|688051|39|2019-06-17
OTCE|AFTPF|Afterpay Touch Group Ltd Ordinary Shares (Australia)|De Minimis Firms|5504|16|2019-06-17
OTCE|AFYG|Affinity Gold Corp. Common Stocks|De Minimis Firms|2909|9|2019-06-17
OTCE|AGCBF|Amarillo Gold Corporation Ordinary Shares (Canada)|De Minimis Firms|30000|7|2019-06-17
OTCE|AGCCF|Gensource Potash Corp. Ordinary Shares (Canada)|De Minimis Firms|57000|10|2019-06-17
OTCE|AGCZ|Andes Gold Corp. Common Stock|De Minimis Firms|9464|50|2019-06-17
OTCE|AGDY|Agri-Dynamics Inc Common Stock|De Minimis Firms|19911|4|2019-06-17
OTCE|AGEEF|Halo Labs Inc Ordinary Shares|De Minimis Firms|2313872|960|2019-06-17
OTCE|AGESY|Ageas Sponsored ADR (Belgium)|De Minimis Firms|12056|162|2019-06-17
OTCE|AGFMF|A G F Mgmt Ltd Cl B Non Vtg Ordinary Shares|De Minimis Firms|77|2|2019-06-17
OTCE|AGFXF|DB Agriculture Long ETN due April 1, 2038 (Germany)|De Minimis Firms|351|2|2019-06-17
OTCE|AGGFD|African Gold Group Inc Ordinary Shares|De Minimis Firms|174|3|2019-06-17
OTCE|AGGHF|Agrios Global Holdings Ltd Common Shares  Canada (CA)|De Minimis Firms|41099|29|2019-06-17
OTCE|AGGI|Allied Energy, Inc. Common Stock|De Minimis Firms|3979|7|2019-06-17
OTCE|AGGX|AngioGenex, Inc. Common Stock|De Minimis Firms|228|1|2019-06-17
OTCE|AGGZF|AG Growth International Inc. Common Shares (Canada)|De Minimis Firms|2909|13|2019-06-17
OTCE|AGHC|Aeon Global Health Corp. Common Stock|De Minimis Firms|19063|49|2019-06-17
OTCE|AGHI|Agora Holdings Inc Common Stock|De Minimis Firms|101222|79|2019-06-17
OTCE|AGIN|American Graphite Technologies Inc. Common Stock|De Minimis Firms|469207|79|2019-06-17
OTCE|AGLAF|Aguila American Resources, Ltd. Common Shares|De Minimis Firms|1|1|2019-06-17
OTCE|AGLDF|Austral Gold Ltd Ordinary shares (Australia)|De Minimis Firms|2260|12|2019-06-17
OTCE|AGLT|Angel Telecom Corporation. Common Stock|De Minimis Firms|7|2|2019-06-17
OTCE|AGLXY|AGL Energy Ltd American Depositary Receipts - Sponsored (Australia)|De Minimis Firms|4938|36|2019-06-17
OTCE|AGMJF|Algoma Cent Corp (F) Ordinary Shares|De Minimis Firms|1600|3|2019-06-17
OTCE|AGOAF|Abengoa Sa ABG/AC B 0.01 (Spain)|De Minimis Firms|14824|2|2019-06-17
OTCE|AGPDY|Amer Sports Corporation Sponsored ADR (Finland)|De Minimis Firms|5292|13|2019-06-17
OTCE|AGPIF|Anglo Pacific Res Plc Ord Ordinary Shares|De Minimis Firms|1000|1|2019-06-17
OTCE|AGPPF|Anglo Platinum Ltd Ordinary Shares (South Africa)|De Minimis Firms|1343|6|2019-06-17
OTCE|AGPYF|Agile Property Holdings Limited Ordinary Shares (Cayman Islands)|De Minimis Firms|3590|13|2019-06-17
OTCE|AGREF|Argonaut Resources NL Ordinary Shares (Australia)|De Minimis Firms|20|1|2019-06-17
OTCE|AGRIP|Agribank FCB Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock|De Minimis Firms|9400|1|2019-06-17
OTCE|AGRPY|Absa Group Ltd American Depositary Receipts - Sponsored|De Minimis Firms|10711|14|2019-06-17
OTCE|AGRS|Agristar, Inc. Common Stock|De Minimis Firms|54400|7|2019-06-17
OTCE|AGSO|AgriSolar Solutions, Inc. Common Stock|De Minimis Firms|4|1|2019-06-17
OTCE|AGSVF|Argentum Silver Corp. Ordinary Shares (Canada)|De Minimis Firms|2000|1|2019-06-17
OTCE|AGTAF|AGRITERRA LTD Ordinary Shares|De Minimis Firms|300|1|2019-06-17
OTCE|AGTEF|Agtech Holdings Ltd Ordinary Shares (Bermuda)|De Minimis Firms|114207|6|2019-06-17
OTCE|AGTK|Agritek Holdings, Inc Common Stock|De Minimis Firms|85496|284|2019-06-17
OTCE|AGTT|Angstrom Technologies, Inc. Common Stock|De Minimis Firms|303896|12|2019-06-17
OTCE|AGUNF|Arctic Glacier Income Fund Trust Units (Canada)|De Minimis Firms|103350|2|2019-06-17
OTCE|AGXKF|Anglo Asian Mining Plc Ordinary Shares (UK)|De Minimis Firms|1200|1|2019-06-17
OTCE|AHAD|Alphacom Holdings, Inc. Common Stock|De Minimis Firms|1166672|164|2019-06-17
OTCE|AHAG|Alpha Technologies Group, Inc. Common Stock|De Minimis Firms|30885|6|2019-06-17
OTCE|AHCD|Archivalcd Common Stock|De Minimis Firms|779|4|2019-06-17
OTCE|AHCHF|Anhui Conch Cement Shares -H-Ordinary Shares|De Minimis Firms|3742|7|2019-06-17
OTCE|AHCHY|Anhui Conch Cement Unsponsored ADR representing Shares -H- (China)|De Minimis Firms|219003|334|2019-06-17
OTCE|AHCP|Anchorage International Holdings Corp. Common Stock|De Minimis Firms|69600|10|2019-06-17
OTCE|AHELF|American Helium Inc. Ordinary Shares|De Minimis Firms|3489985|409|2019-06-17
OTCE|AHEXF|Adecco Group AG Ordinary Shares|De Minimis Firms|175|1|2019-06-17
OTCE|AHEXY|Adecco Group AG American Depositary Receipts - Unsponsored|De Minimis Firms|134446|288|2019-06-17
OTCE|AHFCF|Flow Cap Corp Ordinary Shares|De Minimis Firms|49180|1|2019-06-17
OTCE|AHFD|Active Health Foods, Inc. Common Stock|De Minimis Firms|1796716|27|2019-06-17
OTCE|AHFI|Absolute Health and Fitness, Inc. Common Stock|De Minimis Firms|134884|46|2019-06-17
OTCE|AHFP|Artisanal Brands, Inc. Common Stock|De Minimis Firms|573|3|2019-06-17
OTCE|AHGIF|Alternate Health Corp. Ordinary Shares (Canada)|De Minimis Firms|836138|409|2019-06-17
OTCE|AHICF|Asahi Intec Co Ltd, Nagoya Ordinary Shares (Japan)|De Minimis Firms|4000|1|2019-06-17
OTCE|AHII|American Heritage International Inc. Common Stock|De Minimis Firms|359|12|2019-06-17
OTCE|AHIX|Aluf Holdings, Inc. Common Stock|De Minimis Firms|244574038|184|2019-06-17
OTCE|AHKSY|Asahi Kaisai Corporation American Depositary Shares|De Minimis Firms|220096|681|2019-06-17
OTCE|AHNR|Athena Silver Corporation Common Stock|De Minimis Firms|570|3|2019-06-17
